cve_id,description,source,is_cellular_related,detailed_description
CVE-2022-20015," legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2021-25477HIGHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2021-31889HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2021-40148HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2022-20012MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20015MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20017MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20018MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20019MEDIUMN/AN/AN/AJan 2022N/ACVE-2022-20023MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20024HIGHN/AN/AN/AFeb 2022Feb 2022356 of 417 row(s) shown.Rows per pagePage 1 of 36Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable i",https://www.chipsets.org/devices/326,True,"In kd_camera_hw driver, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05862966; Issue ID: ALPS05862966."
CVE-2022-20017,"entAffectsReported onPublished by manufacturerPublished by AOSPCVE-2021-25477HIGHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2021-31889HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2021-40148HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2022-20012MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20015MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20017MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20018MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20019MEDIUMN/AN/AN/AJan 2022N/ACVE-2022-20023MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20024HIGHN/AN/AN/AFeb 2022Feb 2022356 of 417 row(s) shown.Rows per pagePage 1 of 36Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information ",https://www.chipsets.org/devices/326,True,"In ion driver, there is a possible information disclosure due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05862991; Issue ID: ALPS05862991."
CVE-2022-20018,"ed by AOSPCVE-2021-25477HIGHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2021-31889HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2021-40148HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2022-20012MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20015MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20017MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20018MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20019MEDIUMN/AN/AN/AJan 2022N/ACVE-2022-20023MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20024HIGHN/AN/AN/AFeb 2022Feb 2022356 of 417 row(s) shown.Rows per pagePage 1 of 36Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to v",https://www.chipsets.org/devices/326,True,"In seninf driver, there is a possible information disclosure due to uninitialized data. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05863018; Issue ID: ALPS05863018."
CVE-2022-20019,"MWAREN/AApr 2022Apr 2022CVE-2021-31889HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2021-40148HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2022-20012MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20015MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20017MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20018MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20019MEDIUMN/AN/AN/AJan 2022N/ACVE-2022-20023MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20024HIGHN/AN/AN/AFeb 2022Feb 2022356 of 417 row(s) shown.Rows per pagePage 1 of 36Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases",https://www.chipsets.org/devices/326,True,"In libMtkOmxGsmDec, there is a possible information disclosure due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05917620; Issue ID: ALPS05917620."
CVE-2022-20021,"GHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2021-31889HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2021-40148HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2022-20012MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20015MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20018MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20019MEDIUMN/AN/AN/AJan 2022N/ACVE-2022-20021MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20022MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20023MEDIUMBLUETOOTHN/AN/AJan 2022N/A222 of 278 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure",https://www.chipsets.org/devices/334,True,"In Bluetooth, there is a possible application crash due to bluetooth does not properly handle the reception of multiple LMP_host_connection_req. This could lead to remote denial of service of bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS06198513; Issue ID: ALPS06198513."
CVE-2022-20022,"31889HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2021-40148HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2022-20012MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20015MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20018MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20019MEDIUMN/AN/AN/AJan 2022N/ACVE-2022-20021MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20022MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20023MEDIUMBLUETOOTHN/AN/AJan 2022N/A222 of 278 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable,",https://www.chipsets.org/devices/334,True,"In Bluetooth, there is a possible link disconnection due to bluetooth does not properly handle a connection attempt from a host with the same BD address as the currently connected BT host. This could lead to remote denial of service of bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS06198578; Issue ID: ALPS06198578."
CVE-2022-20023,"GHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2021-40148HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2022-20012MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20015MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20017MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20018MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20019MEDIUMN/AN/AN/AJan 2022N/ACVE-2022-20023MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20024HIGHN/AN/AN/AFeb 2022Feb 2022356 of 417 row(s) shown.Rows per pagePage 1 of 36Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, fo",https://www.chipsets.org/devices/326,True,"In Bluetooth, there is a possible application crash due to bluetooth flooding a device with LMP_AU_rand packet. This could lead to remote denial of service of bluetooth with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS06198608; Issue ID: ALPS06198608."
CVE-2022-20024,"40148HIGHCELLULARFIRMWAREN/AJan 2022Jan 2022CVE-2022-20012MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20015MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20017MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20018MEDIUMN/AOSN/AJan 2022N/ACVE-2022-20019MEDIUMN/AN/AN/AJan 2022N/ACVE-2022-20023MEDIUMBLUETOOTHN/AN/AJan 2022N/ACVE-2022-20024HIGHN/AN/AN/AFeb 2022Feb 2022356 of 417 row(s) shown.Rows per pagePage 1 of 36Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Politi",https://www.chipsets.org/devices/326,True,"In system service, there is a possible permission bypass due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS06219064; Issue ID: ALPS06219064."
CVE-2022-20030,hipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceBlackview BV8800OverviewRelease Date (est.)Jan 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2021-25477HIGHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2022-20030MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20031MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20032MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20033MEDIUMVISIONOSN/AFeb 2022N/ACVE-2022-20034MEDIUMBOOTFIRMWAREN/AFeb 2022N/ACVE-2022-20035MEDIUMGPUOSN/AFeb 2022N/ACVE-2022-20036MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20037MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20050MEDIUMN/AN/AN/AMar 2022N/A367 of 387 row(s) shown.Rows per pagePage 1 of 37Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several ,https://www.chipsets.org/devices/1776,True,"In vow driver, there is a possible out of bounds write due to a stack-based buffer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05837793; Issue ID: ALPS05837793."
CVE-2022-20031," Vulnerabilities DeviceBlackview BV8800OverviewRelease Date (est.)Jan 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2021-25477HIGHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2022-20030MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20031MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20032MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20033MEDIUMVISIONOSN/AFeb 2022N/ACVE-2022-20034MEDIUMBOOTFIRMWAREN/AFeb 2022N/ACVE-2022-20035MEDIUMGPUOSN/AFeb 2022N/ACVE-2022-20036MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20037MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20050MEDIUMN/AN/AN/AMar 2022N/A367 of 387 row(s) shown.Rows per pagePage 1 of 37Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency",https://www.chipsets.org/devices/1776,True,"In fb driver, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05850708; Issue ID: ALPS05850708."
CVE-2022-20032,"OverviewRelease Date (est.)Jan 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2021-25477HIGHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2022-20030MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20031MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20032MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20033MEDIUMVISIONOSN/AFeb 2022N/ACVE-2022-20034MEDIUMBOOTFIRMWAREN/AFeb 2022N/ACVE-2022-20035MEDIUMGPUOSN/AFeb 2022N/ACVE-2022-20036MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20037MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20050MEDIUMN/AN/AN/AMar 2022N/A367 of 387 row(s) shown.Rows per pagePage 1 of 37Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. H",https://www.chipsets.org/devices/1776,True,"In vow driver, there is a possible memory corruption due to a race condition. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05852822; Issue ID: ALPS05852822."
CVE-2022-20033,"setMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2021-25477HIGHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2022-20030MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20031MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20032MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20033MEDIUMVISIONOSN/AFeb 2022N/ACVE-2022-20034MEDIUMBOOTFIRMWAREN/AFeb 2022N/ACVE-2022-20035MEDIUMGPUOSN/AFeb 2022N/ACVE-2022-20036MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20037MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20050MEDIUMN/AN/AN/AMar 2022N/A367 of 387 row(s) shown.Rows per pagePage 1 of 37Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yie",https://www.chipsets.org/devices/1776,True,"In camera driver, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS05862973; Issue ID: ALPS05862973."
CVE-2022-20034,"abilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2021-25477HIGHCELLULARFIRMWAREN/AApr 2022Apr 2022CVE-2022-20030MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20031MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20032MEDIUMN/AOSN/AFeb 2022N/ACVE-2022-20033MEDIUMVISIONOSN/AFeb 2022N/ACVE-2022-20034MEDIUMBOOTFIRMWAREN/AFeb 2022N/ACVE-2022-20035MEDIUMGPUOSN/AFeb 2022N/ACVE-2022-20036MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20037MEDIUMMEMORY_MANAGEMENTOSN/AFeb 2022N/ACVE-2022-20050MEDIUMN/AN/AN/AMar 2022N/A367 of 387 row(s) shown.Rows per pagePage 1 of 37Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the in",https://www.chipsets.org/devices/1776,True,"In Preloader XFLASH, there is a possible escalation of privilege due to an improper certificate validation. This could lead to local escalation of privilege for an attacker who has physical access to the device with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS06160806; Issue ID: ALPS06160806."
